time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
2680,-15210.0,1.0,0.0,17860.0,1.0,0.0,18090.0,1.0,0.0,-15870.0,1.0,0.0
2700,-15310.0,1.0,0.0,17730.0,1.0,0.0,18000.0,1.0,0.0,-15860.0,1.0,0.0
2720,-15250.0,1.0,0.0,17670.0,1.0,0.0,18120.0,1.0,0.0,-15680.0,1.0,0.0
2740,-15370.0,1.0,0.0,17580.0,1.0,0.0,18230.0,1.0,0.0,-15560.0,1.0,0.0
2760,-15250.0,1.0,0.0,17640.0,1.0,0.0,18250.0,1.0,0.0,-15420.0,1.0,0.0
2780,-15200.0,1.0,0.0,17660.0,1.0,0.0,18170.0,1.0,0.0,-15470.0,1.0,0.0
2800,-15270.0,1.0,0.0,17640.0,1.0,0.0,18200.0,1.0,0.0,-15390.0,1.0,0.0
2820,-15310.0,1.0,0.0,17740.0,1.0,0.0,18290.0,1.0,0.0,-15410.0,1.0,0.0
2840,-15070.0,1.0,0.0,17880.0,1.0,0.0,18060.0,1.0,0.0,-15560.0,1.0,0.0
2860,-14960.0,1.0,0.0,17780.0,1.0,0.0,17900.0,1.0,0.0,-15680.0,1.0,0.0
2880,-14890.0,1.0,0.0,17880.0,1.0,0.0,17850.0,1.0,0.0,-15810.0,1.0,0.0
2900,-15040.0,1.0,0.0,18000.0,1.0,0.0,17830.0,1.0,0.0,-15780.0,1.0,0.0
2920,-15080.0,1.0,0.0,18050.0,1.0,0.0,17920.0,1.0,0.0,-15760.0,1.0,0.0
2940,-15170.0,1.0,0.0,18050.0,1.0,0.0,17950.0,1.0,0.0,-15620.0,1.0,0.0
2960,-15090.0,1.0,0.0,18210.0,1.0,0.0,18040.0,1.0,0.0,-15590.0,1.0,0.0
2980,-15060.0,1.0,0.0,18240.0,1.0,0.0,18200.0,1.0,0.0,-15580.0,1.0,0.0
3000,-15010.0,1.0,0.0,18320.0,1.0,0.0,18120.0,1.0,0.0,-15810.0,1.0,0.0
3020,-14930.0,1.0,0.0,18380.0,1.0,0.0,18070.0,1.0,0.0,-15970.0,1.0,0.0
3040,-14960.0,1.0,0.0,18340.0,1.0,0.0,18150.0,1.0,0.0,-16050.0,1.0,0.0
3060,-14990.0,1.0,0.0,18280.0,1.0,0.0,18300.0,1.0,0.0,-15850.0,1.0,0.0
3080,-15040.0,1.0,0.0,18180.0,1.0,0.0,18370.0,1.0,0.0,-15600.0,1.0,0.0
3100,-15050.0,1.0,0.0,18270.0,1.0,0.0,18370.0,1.0,0.0,-15590.0,1.0,0.0
3120,-14980.0,1.0,0.0,18200.0,1.0,0.0,18310.0,1.0,0.0,-15620.0,1.0,0.0
3140,-15040.0,1.0,0.0,18240.0,1.0,0.0,18420.0,1.0,0.0,-15480.0,1.0,0.0
3160,-14940.0,1.0,0.0,18230.0,1.0,0.0,18490.0,1.0,0.0,-15520.0,1.0,0.0
3180,-15010.0,1.0,0.0,18340.0,1.0,0.0,18330.0,1.0,0.0,-15410.0,1.0,0.0
3200,-14990.0,1.0,0.0,18220.0,1.0,0.0,18440.0,1.0,0.0,-15460.0,1.0,0.0
3220,-14940.0,1.0,0.0,18210.0,1.0,0.0,18440.0,1.0,0.0,-15650.0,1.0,0.0
3240,-14950.0,1.0,0.0,18070.0,1.0,0.0,18450.0,1.0,0.0,-15590.0,1.0,0.0
3260,-15020.0,1.0,0.0,17980.0,1.0,0.0,18530.0,1.0,0.0,-15600.0,1.0,0.0
3280,-15120.0,1.0,0.0,17890.0,1.0,0.0,18490.0,1.0,0.0,-15490.0,1.0,0.0
3300,-14940.0,1.0,0.0,17930.0,1.0,0.0,18410.0,1.0,0.0,-15590.0,1.0,0.0
3320,-14890.0,1.0,0.0,18110.0,1.0,0.0,18400.0,1.0,0.0,-15570.0,1.0,0.0
3340,-14820.0,1.0,0.0,18180.0,1.0,0.0,18300.0,1.0,0.0,-15510.0,1.0,0.0
3360,-14940.0,1.0,0.0,18070.0,1.0,0.0,18370.0,1.0,0.0,-15560.0,1.0,0.0
3380,-14980.0,1.0,0.0,18020.0,1.0,0.0,18300.0,1.0,0.0,-15490.0,1.0,0.0
3400,-14960.0,1.0,0.0,17930.0,1.0,0.0,18200.0,1.0,0.0,-15570.0,1.0,0.0
3420,-14930.0,1.0,0.0,17880.0,1.0,0.0,18310.0,1.0,0.0,-15520.0,1.0,0.0
3440,-14940.0,1.0,0.0,17960.0,1.0,0.0,18250.0,1.0,0.0,-15690.0,1.0,0.0
3460,-14860.0,1.0,0.0,17960.0,1.0,0.0,18140.0,1.0,0.0,-15760.0,1.0,0.0
3480,-14900.0,1.0,0.0,17980.0,1.0,0.0,18150.0,1.0,0.0,-15920.0,1.0,0.0
3500,,,,,,,,,,,,
3520,,,,,,,,,,,,
3540,,,,,,,,,,,,
3560,,,,,,,,,,,,
3580,,,,,,,,,,,,
3600,,,,,,,,,,,,
3620,,,,,,,,,,,,
3640,,,,,,,,,,,,
3660,,,,,,,,,,,,
3680,,,,,,,,,,,,
3700,,,,,,,,,,,,
3720,,,,,,,,,,,,
3740,,,,,,,,,,,,
3760,,,,,,,,,,,,
3780,,,,,,,,,,,,
3800,,,,,,,,,,,,
3820,,,,,,,,,,,,
3840,,,,,,,,,,,,
3860,,,,,,,,,,,,
3880,,,,,,,,,,,,
3900,,,,,,,,,,,,
3920,,,,,,,,,,,,
3940,,,,,,,,,,,,
3960,,,,,,,,,,,,
3980,,,,,,,,,,,,
4000,-14520.0,1.0,0.0,18520.0,1.0,0.0,18530.0,1.0,0.0,-15370.0,1.0,0.0
4020,-14510.0,1.0,0.0,18510.0,1.0,0.0,18500.0,1.0,0.0,-15280.0,1.0,0.0
4040,-14560.0,1.0,0.0,18470.0,1.0,0.0,18520.0,1.0,0.0,-15220.0,1.0,0.0
4060,-14510.0,1.0,0.0,18520.0,1.0,0.0,18550.0,1.0,0.0,-15270.0,1.0,0.0
4080,-14490.0,1.0,0.0,18530.0,1.0,0.0,18580.0,1.0,0.0,-15280.0,1.0,0.0
4100,-14410.0,1.0,0.0,18710.0,1.0,0.0,18580.0,1.0,0.0,-15370.0,1.0,0.0
4120,-14400.0,1.0,0.0,18520.0,1.0,0.0,18610.0,1.0,0.0,-15210.0,1.0,0.0
4140,-14430.0,1.0,0.0,18500.0,1.0,0.0,18570.0,1.0,0.0,-15150.0,1.0,0.0
4160,-14440.0,1.0,0.0,18390.0,1.0,0.0,18500.0,1.0,0.0,-15170.0,1.0,0.0
4180,-14430.0,1.0,0.0,18340.0,1.0,0.0,18410.0,1.0,0.0,-15330.0,1.0,0.0
4200,-14550.0,1.0,0.0,18360.0,1.0,0.0,18350.0,1.0,0.0,-15380.0,1.0,0.0
4220,-14380.0,1.0,0.0,18300.0,1.0,0.0,18370.0,1.0,0.0,-15520.0,1.0,0.0
4240,-14520.0,1.0,0.0,18170.0,1.0,0.0,18280.0,1.0,0.0,-15630.0,1.0,0.0
4260,-14580.0,1.0,0.0,18000.0,1.0,0.0,18300.0,1.0,0.0,-15720.0,1.0,0.0
4280,-14710.0,1.0,0.0,17970.0,1.0,0.0,18280.0,1.0,0.0,-15740.0,1.0,0.0
4300,-14730.0,1.0,0.0,17940.0,1.0,0.0,18300.0,1.0,0.0,-15850.0,1.0,0.0
