time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
4340,17190.0,1.0,0.0,-17050.0,1.0,0.0,-16330.0,1.0,0.0,16930.0,1.0,0.0
4360,17310.0,1.0,0.0,-16920.0,1.0,0.0,-16250.0,1.0,0.0,16870.0,1.0,0.0
4380,17260.0,1.0,0.0,-16870.0,1.0,0.0,-16110.0,1.0,0.0,16800.0,1.0,0.0
4400,17410.0,1.0,0.0,-16870.0,1.0,0.0,-16360.0,1.0,0.0,16890.0,1.0,0.0
4420,17450.0,1.0,0.0,-17230.0,1.0,0.0,-16430.0,1.0,0.0,17060.0,1.0,0.0
4440,17330.0,1.0,0.0,-17150.0,1.0,0.0,-16500.0,1.0,0.0,16980.0,1.0,0.0
4460,17190.0,1.0,0.0,-17330.0,1.0,0.0,-16560.0,1.0,0.0,16790.0,1.0,0.0
4480,17120.0,1.0,0.0,-17430.0,1.0,0.0,-16440.0,1.0,0.0,16960.0,1.0,0.0
4500,17060.0,1.0,0.0,-17450.0,1.0,0.0,-16470.0,1.0,0.0,17060.0,1.0,0.0
4520,17190.0,1.0,0.0,-17550.0,1.0,0.0,-16580.0,1.0,0.0,16760.0,1.0,0.0
4540,17390.0,1.0,0.0,-17380.0,1.0,0.0,-16710.0,1.0,0.0,16730.0,1.0,0.0
4560,17300.0,1.0,0.0,-17130.0,1.0,0.0,-16600.0,1.0,0.0,16590.0,1.0,0.0
4580,17340.0,1.0,0.0,-17190.0,1.0,0.0,-16500.0,1.0,0.0,16750.0,1.0,0.0
4600,17440.0,1.0,0.0,-17110.0,1.0,0.0,-16580.0,1.0,0.0,16700.0,1.0,0.0
4620,17260.0,1.0,0.0,-16980.0,1.0,0.0,-16560.0,1.0,0.0,16550.0,1.0,0.0
4640,17350.0,1.0,0.0,-17160.0,1.0,0.0,-16720.0,1.0,0.0,16570.0,1.0,0.0
4660,17460.0,1.0,0.0,-17280.0,1.0,0.0,-16720.0,1.0,0.0,16520.0,1.0,0.0
4680,17300.0,1.0,0.0,-17380.0,1.0,0.0,-16650.0,1.0,0.0,16500.0,1.0,0.0
4700,17390.0,1.0,0.0,-17460.0,1.0,0.0,-16680.0,1.0,0.0,16520.0,1.0,0.0
4720,17290.0,1.0,0.0,-17370.0,1.0,0.0,-16670.0,1.0,0.0,16720.0,1.0,0.0
4740,17130.0,1.0,0.0,-17400.0,1.0,0.0,-16800.0,1.0,0.0,16630.0,1.0,0.0
4760,17280.0,1.0,0.0,-17410.0,1.0,0.0,-16820.0,1.0,0.0,16780.0,1.0,0.0
